1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	41	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	12	1	1	1	1	1
1	1	1	1	1	45	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	46	1	1	1	1	1
1	1	1	1	1	45	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	46	1	1	1	1	1
1	1	1	1	1	45	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	46	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6	6	42	2	2	2	2	2	2	2	2	2	2	2	2	43	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1	1	1	1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1	1	1	1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1	1	1	1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1	1	1	1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1	1	1	1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1	1	1	1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1	1	1	1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	42	2	2	2	2	2	2	2	2	14	1	1	1	1	1	1	1	1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	7	1	1	1	1	41	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	13	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	7	1	1	1	1	45	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	15	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	7	1	1	1	1	45	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	15	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	7	1	1	1	1	45	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	7	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	7	1	1	1	1	4	6	6	6	6	6	44	2	2	2	2	2	2	2	2	2	2	2	2	2	43	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	7	1	1	1	1	4	6	6	6	6	6	8	3	3	3	3	3	3	3	3	3	3	3	3	12	4	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	7	1	1	1	1	4	6	6	6	6	6	9	5	5	5	5	5	5	5	5	5	5	5	5	46	4	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	7	1	1	1	1	4	6	6	6	6	6	9	5	5	5	5	5	5	5	5	5	5	5	5	46	4	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	7	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	46	10	2	2	2	2	2	2	2	2	14	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	7	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	7	1	1	1	1	10	2	2	2	2	2	2	2	2	2	2	2	2	2	2	43	6	6	6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	8	3	3	3	3	3	3	3	3	3	3	3	3	3	12	1	41	3	3	3	13	6	6	6	7	3	3	3	3	3	3	3	3	3	12	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	9	5	5	5	5	5	5	47	16	17	18	19	20	5	46	1	45	5	5	5	15	6	6	6	9	5	5	5	5	5	5	5	5	5	46	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	9	5	5	5	5	5	5	47	21	22	23	24	25	5	46	1	45	5	5	5	15	6	6	6	9	5	5	5	5	5	5	5	5	5	46	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	48	26	27	28	29	30	5	46	1	45	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	46	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	11	31	32	33	34	35	5	46	1	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6	36	37	38	39	40	6	7	1	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	1	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	1	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	1	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	1	10	2	2	2	2	2	2	43	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1	1	1	1	4	6	6	6	6	6	6	6	6	6	6	7	1	1	1	1	1
1	1	1	1	1	10	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	14	1	1	1	1	1	1	1	1	10	2	2	2	2	2	2	2	2	2	2	14	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
